UsageDate,ServiceName,Region,ProjectTag,CostINR
2023-10-30,VPC/Networking,ap-south-1,Project:Testing,181.24
2023-10-30,Lambda/Functions,ap-south-1,Project:Staging,110.39
2023-10-30,EBS/Storage,ap-south-1,Project:Staging,251.61
2023-10-30,S3/Storage,eu-west-1,Project:Finance,237.42
2023-10-30,EC2/Compute,us-west-2,Project:Staging,1065.93
2023-10-31,S3/Storage,us-west-2,Project:Production,336.78
2023-10-31,Lambda/Functions,us-east-1,Project:Testing,128.47
2023-10-31,CloudFront/CDN,ap-southeast-1,Project:Analytics,259.22
2023-10-31,RDS/Database,eu-west-1,Project:Development,855.71
2023-10-31,VPC/Networking,eu-west-1,Project:Testing,229.67
2023-11-01,EC2/Compute,us-west-2,Project:Production,1809.6
2023-11-01,S3/Storage,ap-south-1,Project:Staging,207.5
2023-11-01,RDS/Database,ap-south-1,Project:Marketing,1333.13
2023-11-02,EBS/Storage,ap-southeast-1,Project:Production,489.01
2023-11-02,Lambda/Functions,ap-southeast-1,Project:Staging,228.57
2023-11-02,CloudFront/CDN,us-west-2,Project:Staging,384.87
2023-11-02,RDS/Database,ap-southeast-1,Project:Backup,1442.1
2023-11-02,ElastiCache/Cache,us-west-2,Project:Staging,204.51
2023-11-02,EC2/Compute,ap-southeast-1,Project:Backup,1632.08
2023-11-03,EBS/Storage,ap-southeast-1,Project:Backup,391.34
2023-11-03,ElastiCache/Cache,ap-south-1,Project:Production,253.04
2023-11-03,EC2/Compute,us-east-1,Project:Staging,1274.43
2023-11-03,RDS/Database,ap-south-1,Project:Production,713.59
2023-11-03,Lambda/Functions,eu-west-1,Project:Analytics,235.82
2023-11-03,VPC/Networking,ap-southeast-1,Project:Production,287.59
2023-11-04,RDS/Database,ap-south-1,Project:Production,598.09
2023-11-04,ElastiCache/Cache,us-west-2,Project:Backup,141.89
2023-11-04,EBS/Storage,ap-southeast-1,Project:Testing,234.75
2023-11-05,S3/Storage,us-east-1,Project:Testing,379.38
2023-11-05,CloudFront/CDN,eu-west-1,Project:Backup,1496.57
2023-11-05,VPC/Networking,ap-south-1,Project:Testing,245.92
2023-11-06,EC2/Compute,ap-southeast-1,Project:Finance,1525.38
2023-11-06,ElastiCache/Cache,us-west-2,Project:Development,180.61
2023-11-06,RDS/Database,ap-southeast-1,Project:Testing,1439.17
2023-11-06,VPC/Networking,ap-southeast-1,Project:Production,285.85
2023-11-07,VPC/Networking,us-east-1,Project:Marketing,889.92
2023-11-07,EBS/Storage,us-east-1,Project:Testing,361.72
2023-11-07,S3/Storage,ap-southeast-1,Project:Marketing,454.91
2023-11-07,EC2/Compute,ap-southeast-1,Project:Production,1712.03
2023-11-07,RDS/Database,ap-southeast-1,Project:Marketing,1744.89
2023-11-08,ElastiCache/Cache,eu-west-1,Project:Production,199.71
2023-11-08,VPC/Networking,us-east-1,Project:Marketing,184.26
2023-11-08,S3/Storage,us-east-1,Project:Staging,487.59
2023-11-08,CloudFront/CDN,eu-west-1,Project:Staging,1673.32
2023-11-08,EBS/Storage,us-east-1,Project:Production,186.74
2023-11-08,Lambda/Functions,ap-southeast-1,Project:Development,199.23
2023-11-09,ElastiCache/Cache,us-east-1,Project:Marketing,114.8
2023-11-09,CloudFront/CDN,ap-southeast-1,Project:Development,606.12
2023-11-09,RDS/Database,ap-south-1,Project:Testing,1245.22
2023-11-09,VPC/Networking,ap-south-1,Project:Finance,200.03
2023-11-10,S3/Storage,ap-south-1,Project:Production,501.28
2023-11-10,Lambda/Functions,ap-southeast-1,Project:Staging,206.89
2023-11-10,CloudFront/CDN,us-east-1,Project:Marketing,896.93
2023-11-11,Lambda/Functions,eu-west-1,Project:Marketing,141.49
2023-11-11,S3/Storage,eu-west-1,Project:Analytics,296.08
2023-11-11,CloudFront/CDN,ap-south-1,Project:Backup,358.79
2023-11-11,VPC/Networking,ap-south-1,Project:Finance,237.87
2023-11-12,S3/Storage,us-east-1,Project:Staging,241.73
2023-11-12,CloudFront/CDN,ap-southeast-1,Project:Analytics,1472.32
2023-11-12,Lambda/Functions,us-east-1,Project:Development,607.7
2023-11-12,ElastiCache/Cache,us-west-2,Project:Marketing,185.76
2023-11-13,RDS/Database,ap-south-1,Project:Production,857.36
2023-11-13,EC2/Compute,eu-west-1,Project:Development,1586.05
2023-11-13,VPC/Networking,ap-south-1,Project:Finance,224.2
2023-11-13,S3/Storage,us-east-1,Project:Finance,470.26
2023-11-14,VPC/Networking,ap-southeast-1,Project:Production,278.43
2023-11-14,Lambda/Functions,ap-southeast-1,Project:Production,231.97
2023-11-14,EBS/Storage,ap-southeast-1,Project:Testing,344.82
2023-11-14,RDS/Database,ap-south-1,Project:Finance,1406.17
2023-11-15,CloudFront/CDN,eu-west-1,Project:Development,666.14
2023-11-15,S3/Storage,ap-southeast-1,Project:Testing,415.88
2023-11-15,EBS/Storage,eu-west-1,Project:Production,465.81
2023-11-15,EC2/Compute,ap-southeast-1,Project:Testing,1890.6
2023-11-15,VPC/Networking,ap-south-1,Project:Finance,274.81
2023-11-16,EC2/Compute,eu-west-1,Project:Staging,1532.9
2023-11-16,VPC/Networking,us-east-1,Project:Backup,185.88
2023-11-16,Lambda/Functions,us-east-1,Project:Staging,197.74
2023-11-16,RDS/Database,us-west-2,Project:Development,937.77
2023-11-16,ElastiCache/Cache,eu-west-1,Project:Backup,182.64
2023-11-17,EBS/Storage,ap-south-1,Project:Marketing,391.59
2023-11-17,CloudFront/CDN,ap-south-1,Project:Testing,620.57
2023-11-17,S3/Storage,us-east-1,Project:Backup,421.65
2023-11-17,EC2/Compute,eu-west-1,Project:Backup,1683.35
2023-11-17,Lambda/Functions,us-west-2,Project:Development,203.82
2023-11-17,ElastiCache/Cache,ap-south-1,Project:Development,604.5
2023-11-18,S3/Storage,us-east-1,Project:Marketing,950.44
2023-11-18,Lambda/Functions,eu-west-1,Project:Marketing,101.33
2023-11-18,EC2/Compute,ap-southeast-1,Project:Development,1336.4
2023-11-18,RDS/Database,us-west-2,Project:Finance,746.83
2023-11-19,CloudFront/CDN,us-east-1,Project:Development,535.71
2023-11-19,EC2/Compute,eu-west-1,Project:Finance,1516.47
2023-11-20,RDS/Database,us-east-1,Project:Analytics,1013.88
2023-11-20,EC2/Compute,us-east-1,Project:Development,1722.5
2023-11-20,S3/Storage,us-east-1,Project:Backup,569.93
2023-11-20,CloudFront/CDN,ap-south-1,Project:Backup,468.7
2023-11-20,Lambda/Functions,ap-south-1,Project:Backup,196.52
2023-11-21,EBS/Storage,ap-southeast-1,Project:Development,312.48
2023-11-21,VPC/Networking,ap-southeast-1,Project:Testing,255.91
2023-11-21,EC2/Compute,ap-south-1,Project:Marketing,1662.35
2023-11-21,S3/Storage,ap-southeast-1,Project:Backup,432.96
2023-11-21,CloudFront/CDN,us-west-2,Project:Testing,575.92
2023-11-22,VPC/Networking,us-east-1,Project:Finance,359.32
2023-11-22,CloudFront/CDN,ap-southeast-1,Project:Development,200.21
2023-11-22,RDS/Database,ap-southeast-1,Project:Production,1228.59
2023-11-22,ElastiCache/Cache,ap-south-1,Project:Testing,156.7
2023-11-22,EBS/Storage,us-west-2,Project:Marketing,428.29
2023-11-22,S3/Storage,us-east-1,Project:Marketing,512.37
2023-11-23,CloudFront/CDN,ap-southeast-1,Project:Finance,391.87
2023-11-23,VPC/Networking,us-east-1,Project:Backup,314.44
2023-11-23,EBS/Storage,ap-southeast-1,Project:Development,227.89
2023-11-23,S3/Storage,ap-south-1,Project:Analytics,392.08
2023-11-23,ElastiCache/Cache,us-west-2,Project:Testing,136.97
2023-11-23,Lambda/Functions,ap-south-1,Project:Backup,247.14
2023-11-24,RDS/Database,us-east-1,Project:Development,956.7
2023-11-24,ElastiCache/Cache,ap-southeast-1,Project:Development,213.37
2023-11-24,S3/Storage,ap-south-1,Project:Analytics,146.36
2023-11-25,EBS/Storage,eu-west-1,Project:Analytics,152.79
2023-11-25,EC2/Compute,us-west-2,Project:Testing,1277.61
2023-11-26,VPC/Networking,eu-west-1,Project:Development,222.07
2023-11-26,S3/Storage,eu-west-1,Project:Analytics,289.85
2023-11-26,Lambda/Functions,eu-west-1,Project:Marketing,152.15
2023-11-27,ElastiCache/Cache,us-east-1,Project:Staging,324.06
2023-11-27,Lambda/Functions,ap-south-1,Project:Staging,159.37
2023-11-27,VPC/Networking,ap-southeast-1,Project:Analytics,275.27
2023-11-27,EBS/Storage,eu-west-1,Project:Development,262.17
2023-11-27,EC2/Compute,ap-south-1,Project:Analytics,1597.05
2023-11-27,RDS/Database,us-east-1,Project:Production,1141.78
2023-11-28,RDS/Database,us-west-2,Project:Marketing,985.96
2023-11-28,ElastiCache/Cache,ap-southeast-1,Project:Backup,163.92
2023-11-28,S3/Storage,us-west-2,Project:Testing,1277.6
2023-11-28,EBS/Storage,ap-south-1,Project:Analytics,206.73
2023-11-28,CloudFront/CDN,us-west-2,Project:Backup,530.45
2023-11-28,Lambda/Functions,us-west-2,Project:Development,296.88
2023-11-29,VPC/Networking,ap-south-1,Project:Finance,738.38
2023-11-29,CloudFront/CDN,ap-south-1,Project:Backup,525.51
2023-11-29,EBS/Storage,us-west-2,Project:Analytics,474.05
2023-11-29,RDS/Database,ap-southeast-1,Project:Finance,941.14
2023-11-29,Lambda/Functions,us-west-2,Project:Marketing,173.16
2023-11-29,EC2/Compute,ap-southeast-1,Project:Development,2423.01
2023-11-30,EC2/Compute,eu-west-1,Project:Production,2561.28
2023-11-30,VPC/Networking,eu-west-1,Project:Analytics,328.76
2023-11-30,CloudFront/CDN,us-east-1,Project:Marketing,486.98
2023-11-30,EBS/Storage,ap-south-1,Project:Backup,294.15
2023-11-30,ElastiCache/Cache,us-west-2,Project:Backup,291.88
2023-12-01,ElastiCache/Cache,us-east-1,Project:Testing,251.63
2023-12-01,RDS/Database,eu-west-1,Project:Marketing,900.5
2023-12-01,EC2/Compute,eu-west-1,Project:Production,2313.88
2023-12-01,CloudFront/CDN,ap-south-1,Project:Marketing,596.24
2023-12-01,S3/Storage,ap-southeast-1,Project:Testing,551.45
2023-12-02,CloudFront/CDN,us-east-1,Project:Development,433.05
2023-12-02,RDS/Database,eu-west-1,Project:Testing,1167.76
2023-12-02,EBS/Storage,ap-south-1,Project:Testing,201.61
2023-12-03,Lambda/Functions,us-east-1,Project:Finance,150.65
2023-12-03,CloudFront/CDN,ap-southeast-1,Project:Testing,257.63
2023-12-03,ElastiCache/Cache,us-west-2,Project:Testing,158.84
2023-12-03,S3/Storage,ap-southeast-1,Project:Analytics,304.8
2023-12-04,VPC/Networking,eu-west-1,Project:Backup,360.81
2023-12-04,EC2/Compute,us-west-2,Project:Backup,1260.67
2023-12-04,RDS/Database,ap-south-1,Project:Staging,927.79
2023-12-04,CloudFront/CDN,ap-south-1,Project:Analytics,3010.13
2023-12-04,ElastiCache/Cache,ap-southeast-1,Project:Backup,184.4
2023-12-05,VPC/Networking,ap-southeast-1,Project:Marketing,327.47
2023-12-05,Lambda/Functions,us-west-2,Project:Finance,286.32
2023-12-05,EC2/Compute,us-west-2,Project:Staging,1073.47
2023-12-05,RDS/Database,eu-west-1,Project:Development,1386.78
2023-12-05,CloudFront/CDN,ap-south-1,Project:Analytics,450.12
2023-12-05,EBS/Storage,ap-south-1,Project:Finance,449.82
2023-12-06,Lambda/Functions,eu-west-1,Project:Staging,1070.11
2023-12-06,EC2/Compute,eu-west-1,Project:Staging,1561.31
2023-12-06,S3/Storage,us-east-1,Project:Development,382.85
2023-12-07,CloudFront/CDN,ap-south-1,Project:Testing,618.66
2023-12-07,VPC/Networking,ap-south-1,Project:Testing,427.97
2023-12-07,Lambda/Functions,us-east-1,Project:Development,237.22
2023-12-08,RDS/Database,eu-west-1,Project:Marketing,1368.62
2023-12-08,CloudFront/CDN,ap-southeast-1,Project:Marketing,466.1
2023-12-08,Lambda/Functions,us-east-1,Project:Marketing,211.27
2023-12-08,EC2/Compute,ap-southeast-1,Project:Analytics,1778.29
2023-12-09,EBS/Storage,ap-southeast-1,Project:Staging,273.92
2023-12-09,CloudFront/CDN,eu-west-1,Project:Testing,537.5
2023-12-10,EC2/Compute,us-east-1,Project:Backup,1479.79
2023-12-10,ElastiCache/Cache,us-west-2,Project:Analytics,198.59
2023-12-11,EC2/Compute,ap-south-1,Project:Marketing,1515.2
2023-12-11,ElastiCache/Cache,us-east-1,Project:Backup,197.63
2023-12-11,EBS/Storage,us-east-1,Project:Production,256.63
2023-12-12,EC2/Compute,eu-west-1,Project:Finance,1552.23
2023-12-12,Lambda/Functions,ap-southeast-1,Project:Development,196.92
2023-12-12,ElastiCache/Cache,us-east-1,Project:Analytics,181.16
2023-12-12,VPC/Networking,ap-southeast-1,Project:Development,420.82
2023-12-12,RDS/Database,ap-south-1,Project:Backup,565.23
2023-12-13,RDS/Database,eu-west-1,Project:Backup,1065.51
2023-12-13,EC2/Compute,eu-west-1,Project:Development,1796.14
2023-12-13,ElastiCache/Cache,eu-west-1,Project:Analytics,213.72
2023-12-13,Lambda/Functions,ap-southeast-1,Project:Staging,223.22
2023-12-13,EBS/Storage,us-east-1,Project:Analytics,422.24
2023-12-13,VPC/Networking,eu-west-1,Project:Staging,334.68
2023-12-14,VPC/Networking,ap-south-1,Project:Marketing,389.77
2023-12-14,EC2/Compute,ap-southeast-1,Project:Analytics,1564.54
2023-12-14,S3/Storage,us-east-1,Project:Analytics,493.69
2023-12-14,CloudFront/CDN,ap-southeast-1,Project:Production,1353.68
2023-12-15,EC2/Compute,us-east-1,Project:Backup,1835.3
2023-12-15,CloudFront/CDN,us-west-2,Project:Production,581.36
2023-12-15,RDS/Database,us-west-2,Project:Backup,1296.73
2023-12-15,VPC/Networking,ap-southeast-1,Project:Production,359.68
2023-12-15,Lambda/Functions,ap-south-1,Project:Development,174.61
2023-12-15,S3/Storage,us-east-1,Project:Marketing,281.9
2023-12-16,Lambda/Functions,us-west-2,Project:Analytics,167.43
2023-12-16,S3/Storage,ap-south-1,Project:Staging,253.46
2023-12-17,EC2/Compute,eu-west-1,Project:Development,1258.65
2023-12-17,CloudFront/CDN,us-west-2,Project:Analytics,555.22
2023-12-17,RDS/Database,us-west-2,Project:Production,783.1
2023-12-17,EBS/Storage,ap-south-1,Project:Testing,318.78
2023-12-18,EC2/Compute,ap-south-1,Project:Marketing,1983.94
2023-12-18,S3/Storage,us-east-1,Project:Backup,476.39
2023-12-18,Lambda/Functions,ap-south-1,Project:Analytics,344.42
2023-12-18,RDS/Database,us-west-2,Project:Development,1180.0
2023-12-18,CloudFront/CDN,us-east-1,Project:Testing,311.54
2023-12-19,S3/Storage,us-east-1,Project:Testing,552.06
2023-12-19,ElastiCache/Cache,eu-west-1,Project:Finance,241.8
2023-12-19,VPC/Networking,ap-south-1,Project:Development,263.76
2023-12-19,RDS/Database,us-west-2,Project:Testing,1219.29
2023-12-19,Lambda/Functions,ap-south-1,Project:Staging,144.84
2023-12-19,EBS/Storage,ap-south-1,Project:Development,406.43
2023-12-20,VPC/Networking,us-west-2,Project:Production,319.31
2023-12-20,EBS/Storage,us-west-2,Project:Backup,297.45
2023-12-20,S3/Storage,eu-west-1,Project:Marketing,591.84
2023-12-20,ElastiCache/Cache,eu-west-1,Project:Production,197.25
2023-12-21,CloudFront/CDN,us-east-1,Project:Backup,390.34
2023-12-21,Lambda/Functions,us-east-1,Project:Staging,232.01
2023-12-21,VPC/Networking,us-east-1,Project:Testing,305.88
2023-12-21,EBS/Storage,eu-west-1,Project:Staging,294.96
2023-12-21,EC2/Compute,ap-south-1,Project:Finance,2170.18
2023-12-22,S3/Storage,ap-southeast-1,Project:Testing,335.73
2023-12-22,ElastiCache/Cache,ap-south-1,Project:Backup,291.23
2023-12-22,Lambda/Functions,ap-southeast-1,Project:Staging,201.85
2023-12-22,EC2/Compute,ap-south-1,Project:Backup,1676.9
2023-12-22,VPC/Networking,eu-west-1,Project:Testing,270.04
2023-12-23,RDS/Database,ap-south-1,Project:Production,606.81
2023-12-23,VPC/Networking,us-west-2,Project:Finance,215.41
2023-12-24,ElastiCache/Cache,ap-southeast-1,Project:Testing,156.3
2023-12-24,Lambda/Functions,us-west-2,Project:Marketing,172.66
2023-12-25,CloudFront/CDN,ap-south-1,Project:Staging,588.53
2023-12-25,EC2/Compute,ap-southeast-1,Project:Marketing,7860.84
2023-12-25,Lambda/Functions,ap-southeast-1,Project:Staging,189.49
2023-12-25,ElastiCache/Cache,us-west-2,Project:Staging,225.7
2023-12-26,ElastiCache/Cache,us-east-1,Project:Backup,140.4
2023-12-26,VPC/Networking,us-east-1,Project:Production,172.38
2023-12-26,Lambda/Functions,ap-southeast-1,Project:Backup,134.89
2023-12-26,EC2/Compute,ap-southeast-1,Project:Production,2061.83
2023-12-27,EBS/Storage,ap-southeast-1,Project:Testing,364.47
2023-12-27,Lambda/Functions,us-east-1,Project:Production,275.02
2023-12-27,RDS/Database,ap-south-1,Project:Production,1827.9
2023-12-27,CloudFront/CDN,eu-west-1,Project:Backup,772.35
2023-12-27,S3/Storage,eu-west-1,Project:Testing,360.4
2023-12-27,VPC/Networking,ap-southeast-1,Project:Testing,239.4
2023-12-28,VPC/Networking,us-east-1,Project:Finance,362.99
2023-12-28,S3/Storage,eu-west-1,Project:Production,627.87
2023-12-28,Lambda/Functions,eu-west-1,Project:Staging,316.83
2023-12-29,EBS/Storage,ap-south-1,Project:Development,416.35
2023-12-29,VPC/Networking,ap-southeast-1,Project:Finance,350.21
2023-12-29,EC2/Compute,us-east-1,Project:Finance,1920.76
2023-12-30,RDS/Database,us-west-2,Project:Development,673.25
2023-12-30,ElastiCache/Cache,ap-south-1,Project:Staging,139.75
2023-12-31,RDS/Database,us-east-1,Project:Finance,747.77
2023-12-31,VPC/Networking,eu-west-1,Project:Analytics,195.08
2024-01-01,S3/Storage,ap-south-1,Project:Finance,371.05
2024-01-01,Lambda/Functions,us-east-1,Project:Staging,245.66
2024-01-01,CloudFront/CDN,us-west-2,Project:Marketing,570.29
2024-01-01,ElastiCache/Cache,us-east-1,Project:Testing,179.42
2024-01-01,VPC/Networking,ap-southeast-1,Project:Development,345.61
2024-01-01,RDS/Database,us-east-1,Project:Development,1528.12
2024-01-02,EC2/Compute,us-west-2,Project:Backup,1593.14
2024-01-02,RDS/Database,ap-southeast-1,Project:Production,916.11
2024-01-02,Lambda/Functions,us-east-1,Project:Production,111.62
2024-01-02,CloudFront/CDN,us-west-2,Project:Finance,546.53
2024-01-03,Lambda/Functions,eu-west-1,Project:Testing,288.51
2024-01-03,VPC/Networking,ap-southeast-1,Project:Marketing,270.59
2024-01-03,ElastiCache/Cache,eu-west-1,Project:Production,186.86
2024-01-03,CloudFront/CDN,us-west-2,Project:Backup,646.19
2024-01-03,EBS/Storage,eu-west-1,Project:Backup,510.56
2024-01-04,S3/Storage,eu-west-1,Project:Testing,479.64
2024-01-04,VPC/Networking,us-east-1,Project:Finance,212.18
2024-01-04,CloudFront/CDN,us-west-2,Project:Staging,728.69
2024-01-04,EBS/Storage,eu-west-1,Project:Testing,329.16
2024-01-05,S3/Storage,us-west-2,Project:Production,580.35
2024-01-05,CloudFront/CDN,us-west-2,Project:Backup,821.45
2024-01-05,VPC/Networking,ap-south-1,Project:Marketing,253.21
2024-01-05,Lambda/Functions,us-east-1,Project:Analytics,266.38
2024-01-06,ElastiCache/Cache,ap-south-1,Project:Testing,126.68
2024-01-06,VPC/Networking,ap-southeast-1,Project:Marketing,171.58
2024-01-06,RDS/Database,ap-southeast-1,Project:Production,436.2
2024-01-06,EBS/Storage,ap-southeast-1,Project:Finance,252.94
2024-01-07,Lambda/Functions,eu-west-1,Project:Staging,318.76
2024-01-07,EC2/Compute,us-west-2,Project:Staging,1036.36
2024-01-07,RDS/Database,us-east-1,Project:Finance,753.16
2024-01-07,S3/Storage,ap-south-1,Project:Staging,316.95
2024-01-08,EBS/Storage,us-east-1,Project:Staging,503.89
2024-01-08,CloudFront/CDN,eu-west-1,Project:Analytics,484.28
2024-01-08,Lambda/Functions,ap-southeast-1,Project:Finance,148.23
2024-01-08,ElastiCache/Cache,us-east-1,Project:Marketing,75.42
2024-01-08,VPC/Networking,eu-west-1,Project:Backup,277.42
2024-01-08,S3/Storage,ap-south-1,Project:Production,472.82
2024-01-09,ElastiCache/Cache,ap-south-1,Project:Development,222.72
2024-01-09,Lambda/Functions,eu-west-1,Project:Backup,178.0
2024-01-09,EBS/Storage,ap-southeast-1,Project:Analytics,494.29
2024-01-09,RDS/Database,ap-south-1,Project:Finance,1248.56
2024-01-09,CloudFront/CDN,ap-southeast-1,Project:Marketing,600.95
2024-01-09,S3/Storage,ap-south-1,Project:Analytics,314.49
2024-01-10,S3/Storage,eu-west-1,Project:Marketing,547.75
2024-01-10,ElastiCache/Cache,ap-southeast-1,Project:Development,196.3
2024-01-10,CloudFront/CDN,eu-west-1,Project:Analytics,443.36
2024-01-10,RDS/Database,ap-southeast-1,Project:Production,1331.87
2024-01-10,Lambda/Functions,eu-west-1,Project:Marketing,198.91
2024-01-10,EBS/Storage,ap-southeast-1,Project:Staging,683.63
2024-01-11,Lambda/Functions,ap-south-1,Project:Production,167.53
2024-01-11,RDS/Database,ap-southeast-1,Project:Development,1373.35
2024-01-11,EC2/Compute,us-east-1,Project:Finance,1582.05
2024-01-11,ElastiCache/Cache,ap-south-1,Project:Analytics,274.65
2024-01-12,Lambda/Functions,ap-south-1,Project:Development,170.5
2024-01-12,RDS/Database,eu-west-1,Project:Production,1112.23
2024-01-12,S3/Storage,eu-west-1,Project:Finance,390.91
2024-01-12,EC2/Compute,us-west-2,Project:Finance,2303.24
2024-01-13,EBS/Storage,eu-west-1,Project:Marketing,298.72
2024-01-13,EC2/Compute,eu-west-1,Project:Development,1390.66
2024-01-13,RDS/Database,us-west-2,Project:Finance,308.41
2024-01-13,CloudFront/CDN,eu-west-1,Project:Testing,1293.54
2024-01-14,ElastiCache/Cache,us-west-2,Project:Development,179.13
2024-01-14,RDS/Database,ap-south-1,Project:Development,477.15
2024-01-14,Lambda/Functions,ap-south-1,Project:Staging,165.76
2024-01-15,EBS/Storage,eu-west-1,Project:Testing,419.06
2024-01-15,S3/Storage,us-east-1,Project:Backup,364.07
2024-01-15,ElastiCache/Cache,ap-south-1,Project:Finance,172.8
2024-01-16,ElastiCache/Cache,ap-southeast-1,Project:Development,281.14
2024-01-16,EC2/Compute,us-west-2,Project:Staging,1801.75
2024-01-16,VPC/Networking,us-west-2,Project:Testing,184.88
2024-01-16,CloudFront/CDN,ap-south-1,Project:Production,333.6
2024-01-16,S3/Storage,ap-southeast-1,Project:Analytics,966.33
2024-01-17,RDS/Database,us-east-1,Project:Development,892.53
2024-01-17,EC2/Compute,us-east-1,Project:Staging,2167.73
2024-01-17,EBS/Storage,eu-west-1,Project:Finance,367.3
2024-01-17,CloudFront/CDN,ap-south-1,Project:Staging,720.33
2024-01-17,ElastiCache/Cache,us-west-2,Project:Testing,205.58
2024-01-18,S3/Storage,us-east-1,Project:Staging,313.19
2024-01-18,EBS/Storage,eu-west-1,Project:Testing,355.22
2024-01-18,CloudFront/CDN,ap-south-1,Project:Production,619.73
2024-01-19,VPC/Networking,us-east-1,Project:Testing,254.23
2024-01-19,CloudFront/CDN,us-west-2,Project:Backup,584.53
2024-01-19,Lambda/Functions,ap-southeast-1,Project:Finance,246.31
2024-01-20,S3/Storage,eu-west-1,Project:Development,300.3
2024-01-20,EBS/Storage,us-west-2,Project:Analytics,194.29
2024-01-20,CloudFront/CDN,ap-south-1,Project:Testing,286.9
2024-01-21,ElastiCache/Cache,us-east-1,Project:Analytics,195.67
2024-01-21,VPC/Networking,ap-south-1,Project:Marketing,240.31
2024-01-21,CloudFront/CDN,us-east-1,Project:Development,117.61
2024-01-22,Lambda/Functions,us-east-1,Project:Backup,85.97
2024-01-22,RDS/Database,us-east-1,Project:Development,1696.53
2024-01-22,EC2/Compute,us-west-2,Project:Development,1374.59
2024-01-22,ElastiCache/Cache,us-east-1,Project:Analytics,291.08
2024-01-22,CloudFront/CDN,eu-west-1,Project:Testing,1684.39
2024-01-22,VPC/Networking,ap-southeast-1,Project:Development,281.53
2024-01-23,Lambda/Functions,ap-southeast-1,Project:Finance,168.12
2024-01-23,CloudFront/CDN,ap-south-1,Project:Marketing,469.77
2024-01-23,VPC/Networking,us-east-1,Project:Staging,267.32
2024-01-23,S3/Storage,ap-southeast-1,Project:Marketing,564.61
2024-01-24,CloudFront/CDN,us-west-2,Project:Testing,1798.29
2024-01-24,S3/Storage,us-west-2,Project:Analytics,590.96
2024-01-24,ElastiCache/Cache,us-east-1,Project:Marketing,221.73
2024-01-24,Lambda/Functions,eu-west-1,Project:Testing,227.1
2024-01-24,RDS/Database,us-east-1,Project:Backup,1155.07
2024-01-24,EC2/Compute,ap-south-1,Project:Development,1575.0
2024-01-25,CloudFront/CDN,ap-southeast-1,Project:Backup,535.17
2024-01-25,S3/Storage,ap-south-1,Project:Production,256.07
2024-01-25,Lambda/Functions,us-east-1,Project:Analytics,206.08
2024-01-25,RDS/Database,us-east-1,Project:Analytics,1368.38
2024-01-25,VPC/Networking,us-east-1,Project:Testing,503.93
2024-01-25,ElastiCache/Cache,eu-west-1,Project:Finance,233.81
2024-01-26,EBS/Storage,ap-south-1,Project:Backup,313.01
2024-01-26,Lambda/Functions,ap-south-1,Project:Backup,170.7
2024-01-26,ElastiCache/Cache,ap-southeast-1,Project:Analytics,259.4
2024-01-26,S3/Storage,us-west-2,Project:Production,541.13
2024-01-26,RDS/Database,ap-southeast-1,Project:Backup,1204.85
2024-01-27,CloudFront/CDN,us-east-1,Project:Production,251.35
2024-01-27,EC2/Compute,ap-south-1,Project:Production,980.73
2024-01-27,RDS/Database,eu-west-1,Project:Finance,965.31
2024-01-28,EC2/Compute,eu-west-1,Project:Development,1045.92
2024-01-28,Lambda/Functions,us-east-1,Project:Staging,186.95
2024-01-28,VPC/Networking,eu-west-1,Project:Finance,288.19
2024-01-28,EBS/Storage,us-east-1,Project:Marketing,323.91
2024-01-29,CloudFront/CDN,ap-southeast-1,Project:Marketing,2319.71
2024-01-29,RDS/Database,us-east-1,Project:Finance,1257.68
2024-01-29,EC2/Compute,ap-southeast-1,Project:Analytics,1711.16
2024-01-29,ElastiCache/Cache,ap-southeast-1,Project:Finance,198.99
2024-01-30,EBS/Storage,us-west-2,Project:Backup,321.27
2024-01-30,S3/Storage,ap-south-1,Project:Finance,353.04
2024-01-30,CloudFront/CDN,ap-southeast-1,Project:Staging,620.38
2024-01-30,ElastiCache/Cache,us-east-1,Project:Staging,226.97
2024-01-30,VPC/Networking,eu-west-1,Project:Finance,352.71
2024-01-30,RDS/Database,us-east-1,Project:Marketing,854.05
2024-01-31,CloudFront/CDN,ap-south-1,Project:Backup,411.34
2024-01-31,S3/Storage,eu-west-1,Project:Development,637.79
2024-01-31,RDS/Database,eu-west-1,Project:Development,1128.95
2024-02-01,RDS/Database,us-west-2,Project:Backup,955.81
2024-02-01,VPC/Networking,ap-south-1,Project:Testing,240.25
2024-02-01,Lambda/Functions,ap-south-1,Project:Backup,158.66
2024-02-01,ElastiCache/Cache,ap-south-1,Project:Testing,142.66
2024-02-01,CloudFront/CDN,us-west-2,Project:Analytics,584.09
2024-02-02,Lambda/Functions,eu-west-1,Project:Staging,185.37
2024-02-02,RDS/Database,eu-west-1,Project:Marketing,1422.55
2024-02-02,ElastiCache/Cache,us-east-1,Project:Testing,210.12
2024-02-02,EC2/Compute,us-west-2,Project:Testing,1234.68
2024-02-02,CloudFront/CDN,eu-west-1,Project:Analytics,538.16
2024-02-02,S3/Storage,us-east-1,Project:Staging,419.94
2024-02-03,CloudFront/CDN,ap-southeast-1,Project:Analytics,316.98
2024-02-03,Lambda/Functions,us-east-1,Project:Staging,103.35
